Query: what articles exist which deal with tss time sharing system  an  operating system for ibm computers

+---------+---------+----------------------+------+-----------------+------------+
| QueryID | Literal |        DocID         | Rank |      Score      | SystemName |
+---------+---------+----------------------+------+-----------------+------------+
|    1    |    Q0   | 1938(CACM-1938.html) |  1   |  0.14065184333  |  shraddha  |
|    1    |    Q0   | 1844(CACM-1844.html) |  2   |  0.130326651802 |  shraddha  |
|    1    |    Q0   | 1591(CACM-1591.html) |  3   |  0.124240674219 |  shraddha  |
|    1    |    Q0   | 1680(CACM-1680.html) |  4   |  0.108375004627 |  shraddha  |
|    1    |    Q0   | 1519(CACM-1519.html) |  5   |  0.107253354276 |  shraddha  |
|    1    |    Q0   | 2371(CACM-2371.html) |  6   |  0.104286331878 |  shraddha  |
|    1    |    Q0   | 3048(CACM-3048.html) |  7   |  0.103635862383 |  shraddha  |
|    1    |    Q0   | 971(CACM-0971.html)  |  8   |  0.103454238389 |  shraddha  |
|    1    |    Q0   | 1657(CACM-1657.html) |  9   | 0.0963572007398 |  shraddha  |
|    1    |    Q0   | 1033(CACM-1033.html) |  10  | 0.0938032951472 |  shraddha  |
|    1    |    Q0   | 2344(CACM-2344.html) |  11  | 0.0921661069039 |  shraddha  |
|    1    |    Q0   | 2948(CACM-2948.html) |  12  |  0.091332122812 |  shraddha  |
|    1    |    Q0   | 2542(CACM-2542.html) |  13  |  0.089499867062 |  shraddha  |
|    1    |    Q0   | 2439(CACM-2439.html) |  14  | 0.0866058758619 |  shraddha  |
|    1    |    Q0   | 1071(CACM-1071.html) |  15  | 0.0835273619428 |  shraddha  |
|    1    |    Q0   | 2535(CACM-2535.html) |  16  | 0.0790573973054 |  shraddha  |
|    1    |    Q0   | 2951(CACM-2951.html) |  17  | 0.0767940688015 |  shraddha  |
|    1    |    Q0   | 1605(CACM-1605.html) |  18  | 0.0764259788215 |  shraddha  |
|    1    |    Q0   | 1827(CACM-1827.html) |  19  | 0.0737666695792 |  shraddha  |
|    1    |    Q0   | 1161(CACM-1161.html) |  20  | 0.0737528071272 |  shraddha  |
|    1    |    Q0   | 1264(CACM-1264.html) |  21  | 0.0699085068967 |  shraddha  |
|    1    |    Q0   | 2947(CACM-2947.html) |  22  | 0.0696492521468 |  shraddha  |
|    1    |    Q0   | 1750(CACM-1750.html) |  23  | 0.0692070651931 |  shraddha  |
|    1    |    Q0   | 585(CACM-0585.html)  |  24  | 0.0681898270123 |  shraddha  |
|    1    |    Q0   | 1195(CACM-1195.html) |  25  | 0.0676984993555 |  shraddha  |
|    1    |    Q0   | 2219(CACM-2219.html) |  26  | 0.0673580667008 |  shraddha  |
|    1    |    Q0   | 1506(CACM-1506.html) |  27  | 0.0671639560311 |  shraddha  |
|    1    |    Q0   | 1410(CACM-1410.html) |  28  | 0.0661369121571 |  shraddha  |
|    1    |    Q0   | 1719(CACM-1719.html) |  29  | 0.0659531080065 |  shraddha  |
|    1    |    Q0   | 2054(CACM-2054.html) |  30  | 0.0658328202655 |  shraddha  |
|    1    |    Q0   | 3012(CACM-3012.html) |  31  | 0.0633377217544 |  shraddha  |
|    1    |    Q0   | 1236(CACM-1236.html) |  32  | 0.0632297129641 |  shraddha  |
|    1    |    Q0   | 252(CACM-0252.html)  |  33  | 0.0631844037726 |  shraddha  |
|    1    |    Q0   | 2560(CACM-2560.html) |  34  |  0.063065628255 |  shraddha  |
|    1    |    Q0   | 2357(CACM-2357.html) |  35  | 0.0612653232059 |  shraddha  |
|    1    |    Q0   | 1885(CACM-1885.html) |  36  | 0.0604822634124 |  shraddha  |
|    1    |    Q0   | 1571(CACM-1571.html) |  37  | 0.0604751394512 |  shraddha  |
|    1    |    Q0   | 2920(CACM-2920.html) |  38  | 0.0598507693551 |  shraddha  |
|    1    |    Q0   | 1908(CACM-1908.html) |  39  | 0.0597774134131 |  shraddha  |
|    1    |    Q0   | 1534(CACM-1534.html) |  40  | 0.0594690110879 |  shraddha  |
|    1    |    Q0   | 414(CACM-0414.html)  |  41  | 0.0592143179204 |  shraddha  |
|    1    |    Q0   | 2622(CACM-2622.html) |  42  | 0.0573591461326 |  shraddha  |
|    1    |    Q0   | 1168(CACM-1168.html) |  43  | 0.0573018891766 |  shraddha  |
|    1    |    Q0   | 1482(CACM-1482.html) |  44  | 0.0565775585958 |  shraddha  |
|    1    |    Q0   | 2522(CACM-2522.html) |  45  | 0.0554774795365 |  shraddha  |
|    1    |    Q0   | 1315(CACM-1315.html) |  46  | 0.0551073835243 |  shraddha  |
|    1    |    Q0   | 1769(CACM-1769.html) |  47  | 0.0538399990755 |  shraddha  |
|    1    |    Q0   | 3137(CACM-3137.html) |  48  | 0.0537809101046 |  shraddha  |
|    1    |    Q0   | 2621(CACM-2621.html) |  49  | 0.0528915485194 |  shraddha  |
